45.56,1.8292
48.714,1.6988
37.425,2.733
39.743,0.83183
40.587,0.99926
35.775,0.37452
38.377,2.9526
43.946,2.0281
50.244,1.5063
45.66,2.0085
50.593,1.7113
47.253,2.0336
49.535,1.7087
48.377,2.2652
51.418,1.6415
38.766,3.1218
37.594,0.68699
35.962,0.33238
36.169,0.34462
36.406,0.19978
42.557,1.271
45.985,1.4086
42.407,1.1492
44.925,2.3986
41.338,1.9726
42.67,2.4252
38.342,2.9306
38.579,3.056
35.493,0.60327
36.262,0.43629
47.641,2.1874
35.755,0.29474
48.968,1.6506
47.598,1.6661
40.631,2.7054
51.007,1.5232
41.719,1.2361
42.533,2.1094
45.048,2.3287
51.75,1.6338
39.324,1.0924
36.699,0.47123
43.776,1.8413
39.131,0.82355
36.606,0.13966
46.126,2.3717
37.003,0.76273
47.494,1.3898
41.54,2.1608
41.562,1.1285
45.711,2.3133
41.526,1.24
45.946,2.147
47.391,2.2118
47.481,1.3895
38.041,0.061505
38.593,1.0394
44.831,1.333
39.689,0.84908
36.691,0.61906
40.987,2.5815
47.015,1.3506
38.316,2.789
42.273,1.2289
42.777,2.4162
41.225,1.2466
39.648,2.54
44.566,2.3721
42.506,1.1856
37.607,0.67864
44.418,2.4831
38.316,2.9823
41.037,1.0291
42.586,2.1088
47.766,1.378
40.424,2.6185
42.149,2.4154
35.927,0.52544
40.579,2.708
38.371,3.1098
51.799,1.6161
37.759,2.7781
45.115,1.8473
35.863,0.48617
37.174,0.62789
44.42,1.2785
46.108,2.3521
41.019,2.5936
42.488,2.4817
41.056,1.0007
48.534,1.6778
34.713,0.28259
36.409,0.35093
35.862,0.42818
44.485,2.132
53.164,1.5556
37.18,0.59599
53.164,1.5551
36.038,0.46372
36.5,0.17271
41.002,2.6726
47.72,1.761
38.059,2.9205
48.368,2.1886
44.376,1.8309
41.079,2.5616
39.444,2.7615
37.939,3.1068
38.202,0.0016411
39.449,2.7189
44.327,1.9244
38.392,3.11
49.968,1.6578
50.297,1.5065
43.014,2.5175
39.114,0.71579
52.528,1.5648
38.891,2.8301
45.88,1.8054
40.236,2.6552
46.46,2.3205
43.803,1.8409
38.196,0.77514
46.888,2.0936
36.364,0.26227
45.687,1.9665
41.94,2.0764
46.304,2.2926
40.275,2.7984
37.43,3.086
43.4,2.416
45.514,1.8267
37.526,2.9164
46.709,1.8224
37.47,0.053353
35.785,0.37969
39.61,2.7103
50.952,1.5215
39.747,2.6542
37.136,0.65787
48.88,1.7351
42.025,1.9788
36.252,0.1005
45.726,1.9312
40.145,1.1385
36.221,0.15561
51.667,1.538
35.807,0.60479
35.834,0.38668
35.396,0.64558
34.893,0.46029
36.213,0.59399
36.804,0.134
48.634,1.9955
38.151,0.88551
49.623,1.6921
44.857,2.1839
52.528,1.568
49.399,1.6833
46.794,1.3986
35.826,0.38934
51.75,1.5405
40.338,2.6798
39.993,2.7455
39.72,0.84915
37.257,0.6549
51.069,1.7749
45.447,2.0116
43.749,1.3101
36.326,0.64709
38.634,2.978
35.675,0.25783
35.975,0.3321
36.5,0.44624
36.764,0.52295
47.549,1.9508
44.055,1.8024
36.703,0.16361
37.746,2.9255
45.418,2.2892
46.427,2.318
36.445,0.19919
39.235,2.7032
39.17,2.9355
38.345,3.0926
40.078,2.6984
42.738,2.4679
51.253,1.6128
35.477,0.55795
43.543,1.2522
33.957,0.42076
36.709,0.097042
38.658,2.9504
39.14,0.94658
38.611,0.92845
39.464,1.046
51.191,1.4673
43.526,2.0364
37.591,0.079257
38.849,2.6459
47.899,1.7563
40.181,2.6832
39.798,1.0929
44.519,1.4012
35.73,0.1704
36.373,0.5564
49.024,2.0823
38.593,1.0393
37.477,2.8227
34.324,0.3712
38.289,3.1052
50.178,1.6964
46.571,2.2208
38.592,3.14
38.637,0.90431
44.439,1.3023
45.825,1.4603
44.928,2.4
40.006,2.5705
35.789,0.31486
35.899,0.55957
42.027,1.1298
36.699,0.17814
51.528,1.6396
38.552,1.0551
36.37,0.55188
37.242,0.65643
39.267,2.8436
45.759,2.1218
49.968,1.4717
39.615,2.8655
36.753,0.32676
43.161,2.3422
44.997,2.3131
47.535,1.7651
35.952,0.57866
44.909,1.8762
40.177,0.94228
34.618,0.42136
37.153,0.66791
37.184,2.8115
34.871,0.22448
37.023,0.76179
35.809,0.16887
47.392,1.3877
37.415,0.04173
37.196,2.8186
37.62,0.61782
34.577,0.29333
40.11,0.96562
